cost,discharge,quality,quality_care,quality_efficiency,patexp,outcome,provider_id,provider
0.312377438,1311,0.648,0.71,0.4,0.94,0.48,370234,OKLAHOMA HEART HOSPITAL SOUTH
0.822907193,1315,0.341222222,0.911111111,0,0.21,0.32,330246,ST CHARLES HOSPITAL
0.152352091,1315,0.458833333,0.466666667,0.2,0.46,0.625,220084,EMERSON HOSPITAL
0.37672263,1315,0.282555556,0.477777778,0.4,0.09,0.266666667,330127,JACOBI MEDICAL CENTER
0.711911794,1317,0.389,0.36,0.4,0.49,0.3,50492,CLOVIS COMMUNITY MEDICAL CENTER
0.089132306,1319,0.398388889,0.344444444,0.5,0.39,0.375,340060,MOREHEAD MEMORIAL HOSPITAL
0.412697777,1323,0.649,0.79,0.3,0.87,0.566666667,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS
0.476979119,1323,0.541,0.68,0.3,0.5,0.65,300017,PARKLAND MEDICAL CENTER
0.611649544,1324,0.469,0.77,0,0.25,0.8,170185,SAINT LUKE'S SOUTH HOSPITAL
0.651841422,1325,0.393388889,0.744444444,0,0.14,0.675,100268,WEST BOCA MEDICAL CENTER
0.114610898,1326,0.384111111,0.455555556,0.1,0.33,0.58,510071,BLUEFIELD REGIONAL MEDICAL CENTER
0.735183347,1326,0.4315,0.95,0,0.48,0.325,110161,NORTHSIDE HOSPITAL
0.854907492,1326,0.335,0.83,0.2,0.13,0.3,100269,PALMS WEST HOSPITAL
0.409344504,1328,0.535545455,0.772727273,0,0.79,0.48,520207,AURORA MEDICAL CENTER
0.107213192,1333,0.404,0.7,0,0.34,0.54,330102,KENMORE MERCY HOSPITAL
0.702238474,1340,0.35,0.78,0.1,0.16,0.42,100049,HIGHLANDS REGIONAL MEDICAL CENTER
0.084242515,1341,0.533333333,0.866666667,0.3,0.6,0.4,370149,ST ANTHONY SHAWNEE HOSPITAL
0.231385478,1341,0.421,0.48,0.2,0.55,0.4,160047,METHODIST JENNIE EDMUNDSON
0.640757378,1344,0.387636364,0.518181818,0.1,0.5,0.38,260176,DES PERES HOSPITAL
0.387802107,1345,0.373363636,0.581818182,0.4,0.19,0.4,120007,KUAKINI MEDICAL CENTER
0.898578677,1345,0.443888889,0.944444444,0,0.2,0.65,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER
0.633076476,1346,0.367277778,0.688888889,0,0.39,0.375,100126,PALMS OF PASADENA HOSPITAL
0.145939125,1347,0.492888889,0.644444444,0.2,0.73,0.35,240056,RIDGEVIEW MEDICAL CENTER
0.546141464,1348,0.297666667,0.333333333,0.5,0.37,0.066666667,500019,PROVIDENCE CENTRALIA HOSPITAL
0.166252599,1352,0.426833333,0.866666667,0,0.37,0.475,360125,ASHTABULA COUNTY MEDICAL CENTER
0.048552441,1352,0.421888889,0.444444444,0,0.46,0.65,390173,INDIANA REGIONAL MEDICAL CENTER
0.973446473,1352,0.382045455,0.572727273,0.4,0.15,0.475,50197,SEQUOIA HOSPITAL
0.428196205,1354,0.409090909,0.645454545,0.2,0.34,0.46,380017,LEGACY GOOD SAMARITAN MEDICAL CENTER
0.71006782,1355,0.194,0.28,0,0.16,0.3,440144,HARTON REGIONAL MEDICAL CENTER
0.421435888,1358,0.246636364,0.318181818,0,0.13,0.48,50350,BEVERLY HOSPITAL
0.405007042,1360,0.240888889,0.344444444,0.2,0.3,0.14,280061,REGIONAL WEST MEDICAL CENTER
0.451343817,1364,0.327,0.5,0.1,0.21,0.48,30030,ABRAZO CENTRAL CAMPUS
0.351718521,1365,0.575555556,0.677777778,0.4,0.4,0.8,490098,"COMMUNITY MEMORIAL HEALTHCENTER, INC"
0.874000588,1367,0.429636364,0.818181818,0.1,0.44,0.38,450678,DOCTORS HOSPITAL
0.703996971,1368,0.342166667,0.433333333,0.1,0.46,0.325,30122,BANNER GATEWAY MEDICAL CENTER
0.206819385,1369,0.403222222,0.511111111,0.5,0.37,0.3,340119,STANLY REGIONAL MEDICAL CENTER
0.28380915,1369,0.560666667,0.633333333,0.4,0.78,0.4,240213,HEALTHEAST WOODWINDS HOSPITAL
0.700951301,1369,0.398222222,0.611111111,0,0.52,0.4,440072,DYERSBURG REGIONAL MEDICAL CENTER
0.931832204,1376,0.433818182,0.609090909,0.3,0.4,0.44,390127,PHOENIXVILLE HOSPITAL
0.425929929,1380,0.463,0.79,0.1,0.45,0.5,450152,METROPLEX HOSPITAL
0.872706266,1384,0.4205,0.9,0.1,0.16,0.575,250007,MERIT HEALTH BILOXI
0.048015127,1385,0.465111111,0.555555556,0,0.33,0.85,510023,WEIRTON MEDICAL CENTER
0.636623042,1388,0.398,0.6,0.4,0.28,0.38,30114,ORO VALLEY HOSPITAL
0.486529647,1390,0.512444444,0.822222222,0,0.46,0.7,440046,TRISTAR HORIZON MEDICAL CENTER
0.189405766,1390,0.316,0.34,0.7,0.16,0.2,240100,SANFORD BEMIDJI MEDICAL CENTER
0.700593014,1392,0.436777778,0.688888889,0.1,0.49,0.44,360074,FLOWER HOSPITAL
0.16424436,1394,0.373111111,0.755555556,0.3,0.29,0.25,340132,MARIA PARHAM MEDICAL CENTER
0.395421691,1395,0.337,0.8,0.2,0.29,0.166666667,140160,FHN MEMORIAL HOSPITAL
0.735365473,1395,0.369363636,0.281818182,0.2,0.41,0.5,60027,BOULDER COMMUNITY FOOTHILLS HOSPITAL
0.450499867,1398,0.336777778,0.588888889,0,0.23,0.5,440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER
0.180182048,1398,0.491944444,0.122222222,0.5,0.6,0.625,490013,SENTARA HALIFAX REGIONAL HOSPITAL
0.156599459,1402,0.447833333,0.266666667,0,0.54,0.775,150011,MARION GENERAL HOSPITAL
0.348267196,1402,0.329727273,0.463636364,0,0.27,0.52,520027,COLUMBIA ST MARYS HOSPITAL OZAUKEE
0.757138952,1406,0.427611111,0.655555556,0.5,0.28,0.375,50261,SIERRA VIEW MEDICAL CENTER
0.74491655,1414,0.255,0.39,0,0.19,0.4,50104,SAINT FRANCIS MEDICAL CENTER
0.815789187,1416,0.451272727,0.636363636,0,0.52,0.56,450702,LONGVIEW REGIONAL MEDICAL CENTER
0.847384122,1417,0.233409091,0.354545455,0.1,0.05,0.425,50038,SANTA CLARA VALLEY MEDICAL CENTER
0.971107118,1420,0.375888889,0.544444444,0,0.24,0.65,390081,DELAWARE COUNTY MEMORIAL HOSPITAL
0.301933671,1422,0.334777778,0.188888889,0,0.34,0.65,450352,HUNT REGIONAL MEDICAL CENTER
0.844167113,1422,0.389,1,0,0.23,0.4,490020,JOHN RANDOLPH MEDICAL CENTER
0.911967707,1422,0.221454545,0.227272727,0.1,0.2,0.32,50581,LAKEWOOD REGIONAL MEDICAL CENTER
0.655861124,1422,0.362545455,0.372727273,0,0.24,0.72,140049,WEST SUBURBAN MEDICAL CENTER
0.145743821,1424,0.617,0.7,0.6,0.24,0.95,330235,AUBURN COMMUNITY HOSPITAL
0.261609781,1426,0.668888889,0.944444444,0.8,0.7,0.366666667,110089,COFFEE REGIONAL MEDICAL CENTER
0.429656626,1426,0.443333333,0.566666667,0.6,0.2,0.5,380002,ASANTE THREE RIVERS MEDICAL CENTER
0.46689663,1428,0.388,0.61,0.1,0.16,0.66,500011,HIGHLINE MEDICAL CENTER
0.829105904,1428,0.345,0.57,0,0.32,0.45,60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL
0.609847729,1430,0.318,0.66,0,0.32,0.3,500064,HARBORVIEW MEDICAL CENTER
0.095659148,1433,0.368388889,0.444444444,0.1,0.49,0.375,390031,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET
0.758465032,1434,0.252333333,0.166666667,0.3,0.13,0.4,50045,EL CENTRO REGIONAL MEDICAL CENTER
0.842982829,1434,0.295,0.6,0.2,0.3,0.15,190176,TULANE MEDICAL CENTER
0.897162067,1434,0.269722222,0.311111111,0.1,0.2,0.425,110198,NORTH FULTON HOSPITAL
0.284628284,1437,0.342,0.55,0.2,0.34,0.3,280065,GREAT PLAINS HEALTH
0.363133396,1437,0.448944444,0.622222222,0.1,0.49,0.525,450847,MEMORIAL HERMANN KATY HOSPITAL
0.860176298,1437,0.365727273,0.463636364,0,0.39,0.52,670041,SETON MEDICAL CENTER WILLIAMSON
0.797372667,1444,0.243444444,0.422222222,0,0.33,0.2,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER
0.459767098,1445,0.406888889,0.144444444,0.3,0.58,0.48,420105,MCLEOD LORIS SEACOAST HOSPITAL
0.562253415,1449,0.448055556,0.477777778,0.3,0.65,0.325,260017,PHELPS COUNTY REGIONAL MEDICAL CENTER
0.961005517,1452,0.464222222,0.711111111,0.2,0.44,0.5,50633,TWIN CITIES COMMUNITY HOSPITAL
0.468140105,1455,0.482,0.82,0,0.4,0.66,360192,UH GEAUGA MEDICAL CENTER
0.100233942,1455,0.476818182,0.709090909,0.1,0.55,0.5,360095,BLANCHARD VALLEY HOSPITAL
0.70721582,1456,0.430055556,0.777777778,0,0.59,0.325,330261,PHELPS MEMORIAL HOSPITAL ASSN
0.178216532,1465,0.297222222,0.711111111,0.2,0.35,0.033333333,390065,GETTYSBURG HOSPITAL
0.352089835,1467,0.330777778,0.388888889,0.6,0.01,0.433333333,330202,KINGS COUNTY HOSPITAL CENTER
0.25160312,1469,0.346,0.44,0,0.46,0.4,150007,COMMUNITY HOWARD REGIONAL HEALTH INC
0.895656569,1469,0.216,0.32,0.1,0.16,0.28,50079,DOCTORS MEDICAL CENTER - SAN PABLO
0.042981837,1476,0.351222222,0.411111111,0.4,0.38,0.25,390013,EVANGELICAL COMMUNITY HOSPITAL
0.539591174,1476,0.385909091,0.554545455,0.1,0.31,0.54,150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL
0.441644334,1477,0.550388889,0.644444444,0,0.58,0.825,140063,RUSH OAK PARK HOSPITAL
0.072227378,1477,0.679,0.5,0.7,0.63,0.833333333,470012,SOUTHWESTERN VERMONT MEDICAL CENTER
0.596242402,1478,0.729909091,0.754545455,0.6,0.77,0.76,120022,STRAUB CLINIC AND HOSPITAL
0.170322046,1481,0.431055556,0.477777778,0.2,0.71,0.275,150005,HENDRICKS REGIONAL HEALTH
0.153742607,1483,0.397111111,0.955555556,0.2,0.22,0.333333333,230031,ST JOSEPH MERCY PORT HURON
0.37884024,1484,0.582555556,0.577777778,0.1,0.64,0.85,10149,BAPTIST MEDICAL CENTER EAST
0.832796175,1484,0.380222222,0.711111111,0,0.66,0.133333333,420083,MARY BLACK MEMORIAL HOSPITAL
0.929321894,1485,0.374818182,0.509090909,0.3,0.21,0.5,390080,JEANES HOSPITAL
0.191346999,1488,0.583636364,0.618181818,0.8,0.46,0.54,380060,ADVENTIST MEDICAL CENTER
0.049933039,1491,0.389833333,0.466666667,0.2,0.28,0.575,500072,OLYMPIC MEDICAL CENTER
0.108231382,1494,0.262333333,0.566666667,0.1,0.43,0,390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET
0.175710966,1496,0.474777778,0.388888889,0.5,0.31,0.68,160146,ST LUKES REGIONAL MEDICAL CENTER
0.543325541,1496,0.353388889,0.244444444,0,0.44,0.575,100050,PALM SPRINGS GENERAL HOSPITAL
0.36820864,1497,0.384,0.61,0.5,0.29,0.25,380075,PROVIDENCE MEDFORD MEDICAL CENTER
0.250665698,1497,0.3575,0.43,0.3,0.48,0.225,160016,TRINITY REGIONAL MEDICAL CENTER
0.311124825,1498,0.416222222,0.311111111,0,0.48,0.7,420048,KERSHAW HEALTH
0.867734853,1499,0.378181818,0.390909091,0,0.38,0.62,450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC"
0.759509364,1507,0.319909091,0.354545455,0,0.35,0.48,390329,EINSTEIN MEDICAL CENTER MONTGOMERY
0.552532591,1509,0.4835,0.79,0,0.61,0.475,280081,CHI HEALTH IMMANUEL
0.908036636,1509,0.433777778,0.588888889,0.2,0.22,0.7,310060,ST LUKE'S WARREN HOSPITAL
0.520650393,1512,0.358333333,0.366666667,0.3,0.25,0.5,330340,SOUTHAMPTON HOSPITAL
0.491188387,1513,0.411777778,0.788888889,0.1,0.28,0.5,500119,VALLEY HOSPITAL
0.058275392,1513,0.438,0.57,0.6,0.23,0.45,330226,UNITY HOSPITAL OF ROCHESTER
0.642953289,1515,0.441727273,0.663636364,0,0.13,0.9,50426,WEST ANAHEIM MEDICAL CENTER
0.568889532,1517,0.416888889,0.844444444,0.1,0.51,0.25,100316,PALM BAY HOSPITAL
0.813312654,1517,0.296444444,0.522222222,0,0.09,0.55,50295,MERCY HOSPITAL
0.088735525,1518,0.594888889,0.544444444,0.3,0.66,0.76,200001,ST JOSEPH HOSPITAL
0.839537997,1518,0.253363636,0.681818182,0,0.31,0.08,450558,ABILENE REGIONAL MEDICAL CENTER
0.798145443,1524,0.355363636,0.681818182,0,0.27,0.46,450087,NORTH HILLS HOSPITAL
0.482576634,1525,0.412666667,0.833333333,0,0.42,0.4,70031,GRIFFIN HOSPITAL
0.726636839,1525,0.3205,0.5,0,0.41,0.325,60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL
0.058466956,1527,0.391555556,0.477777778,0.4,0.42,0.3,490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC"
0.16896791,1530,0.146111111,0.055555556,0,0.15,0.3,370034,MCALESTER REGIONAL HEALTH CENTER AUTHORITY
0.782851735,1530,0.583777778,0.488888889,0.3,0.62,0.8,390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS
0.260475709,1531,0.383333333,0.466666667,0.1,0.45,0.45,250099,GREENWOOD LEFLORE HOSPITAL
0.271957126,1533,0.5085,0.66,0.6,0.48,0.375,380089,LEGACY MERIDIAN PARK MEDICAL CENTER
0.113739742,1536,0.297111111,0.855555556,0.1,0.22,0.133333333,330094,COLUMBIA MEMORIAL HOSPITAL
0.183446873,1536,0.358722222,0.511111111,0,0.38,0.475,220001,"HEALTHALLIANCE HOSPITALS, INC"
0.101095772,1537,0.395,0.52,0.3,0.31,0.46,40084,SALINE MEMORIAL HOSPITAL
0.864329755,1537,0.532444444,0.522222222,0.9,0.26,0.566666667,50335,SONORA REGIONAL MEDICAL CENTER
0.950011851,1538,0.465545455,0.472727273,0.1,0.42,0.75,50283,VALLEYCARE MEDICAL CENTER
0.283864339,1543,0.462222222,0.711111111,0.1,0.28,0.72,80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL
0.718441574,1544,0.279,0,0,0.43,0.5,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA
0.959129587,1544,0.289111111,0.755555556,0,0.11,0.35,50132,SAN GABRIEL VALLEY MEDICAL CENTER
0.264610829,1545,0.216444444,0.122222222,0.3,0.24,0.2,500031,GRAYS HARBOR COMMUNITY HOSPITAL
0.284523865,1546,0.48,0.05,0.6,0.6,0.566666667,260025,HANNIBAL REGIONAL HOSPITAL
0.839033407,1546,0.567454545,0.827272727,0,0.6,0.74,100154,SOUTH MIAMI HOSPITAL
0.744593937,1548,0.241090909,0.245454545,0,0.14,0.5,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP"
0.815787997,1550,0.352388889,0.344444444,0,0.27,0.675,100047,BAYFRONT HEALTH PUNTA GORDA
0.921448976,1550,0.225,0.54,0,0.15,0.24,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER
0.926909488,1551,0.596,0.7,0.6,0.52,0.6,50254,MARSHALL MEDICAL CENTER
0.741514165,1551,0.359272727,0.536363636,0,0.34,0.5,450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS
0.021025052,1559,0.283944444,0.422222222,0,0.59,0.075,220024,HOLYOKE MEDICAL CENTER
0.447707737,1562,0.310833333,0.766666667,0,0.3,0.225,360075,UHHS RICHMOND HEIGHTS HOSPITAL
0.784455642,1563,0.431777778,0.488888889,0.2,0.24,0.74,50150,SIERRA NEVADA MEMORIAL HOSPITAL
0.741214994,1564,0.3965,0.85,0,0.18,0.575,100275,WELLINGTON REGIONAL MEDICAL CENTER
0.278858145,1565,0.493111111,0.855555556,0.4,0.34,0.466666667,340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER
0.632764182,1565,0.4885,0.83,0,0.45,0.625,140286,KISHWAUKEE COMMUNITY HOSPITAL
0.429690203,1566,0.493,0.8,0,0.43,0.68,160028,CHI HEALTH MERCY COUNCIL BLUFFS
0.210545108,1572,0.316181818,0.490909091,0.1,0.36,0.3,520075,ST VINCENT HOSPITAL
0.319568521,1573,0.433722222,0.511111111,0,0.48,0.625,360091,MEDINA HOSPITAL
0.157108761,1576,0.266,0.19,0.3,0.16,0.4,330219,ERIE COUNTY MEDICAL CENTER
0.878107397,1577,0.516818182,0.409090909,0.6,0.61,0.44,50013,ST HELENA HOSPITAL
0.564420153,1579,0.179,0.3,0.1,0.13,0.2,40041,ST MARYS REGIONAL MEDICAL CENTER
0.35993767,1581,0.305555556,0.477777778,0,0.4,0.3,360161,ST JOSEPH WARREN HOSPITAL
0.451199225,1581,0.334,0.2,0,0.03,0.95,140177,JACKSON PARK HOSPITAL
0.692263032,1582,0.239818182,0.209090909,0,0.21,0.45,50757,ALVARADO HOSPITAL MEDICAL CENTER
0.126154661,1583,0.436,0.67,0.1,0.49,0.45,160117,FINLEY HOSPITAL
0.850790886,1586,0.520555556,0.877777778,0,0.69,0.46,10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER
0.903556265,1587,0.463222222,0.811111111,0.5,0.57,0.1,420036,SPRINGS MEMORIAL HOSPITAL
0.054334486,1588,0.448555556,0.577777778,0.3,0.26,0.65,510062,BECKLEY ARH HOSPITAL
0.572854127,1589,0.435,0.47,0.1,0.55,0.52,170013,HAYS MEDICAL CENTER
0.997717284,1590,0.325,0.47,0,0.21,0.56,310016,CAREPOINT HEALTH-CHRIST HOSPITAL
0.435506843,1590,0.258,0.38,0.1,0.14,0.4,410011,"LANDMARK MEDICAL CENTER,  INC"
0.092913721,1592,0.244611111,0.255555556,0,0.32,0.325,110018,NEWTON MEDICAL CENTER
0.008626915,1596,0.327,0.45,0,0.33,0.46,390041,UNIONTOWN HOSPITAL
0.139225702,1596,0.355111111,0.255555556,0.5,0.48,0.2,340184,HAYWOOD REGIONAL MEDICAL CENTER
0.63044877,1596,0.527,0.5,0.2,0.51,0.78,60003,LONGMONT UNITED HOSPITAL
0.171058479,1597,0.282555556,0.377777778,0,0.49,0.2,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM
0.413649923,1598,0.48,0.44,0.4,0.46,0.58,260052,MERCY HOSPITAL WASHINGTON
0.191958391,1601,0.4065,0.37,0.2,0.65,0.325,390113,MEADVILLE MEDICAL CENTER
0.348452282,1602,0.302,0.64,0,0.1,0.48,330128,ELMHURST HOSPITAL CENTER
0.797824912,1602,0.625,1,0.4,0.31,0.84,100252,RAULERSON HOSPITAL
0.548141694,1603,0.405722222,0.611111111,0,0.67,0.275,390012,LANSDALE HOSPITAL
0.336806537,1603,0.198,0.15,0,0.2,0.36,490011,BON SECOURS DEPAUL MEDICAL CENTER
0.520572848,1604,0.247,0.11,0,0.15,0.6,330233,BROOKDALE HOSPITAL MEDICAL CENTER
0.1906045,1605,0.382,0.5,0,0.34,0.6,360009,LIMA MEMORIAL HEALTH SYSTEM
0.74103253,1606,0.400222222,0.711111111,0,0.32,0.54,190086,NORTHERN LOUISIANA MEDICAL CENTER
0.775116041,1607,0.394,0.79,0.1,0.28,0.44,50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS
0.552627755,1608,0.385611111,0.455555556,0.4,0.39,0.325,340020,CENTRAL CAROLINA HOSPITAL
0.747595051,1609,0.294681818,0.490909091,0,0.33,0.325,190046,TOURO INFIRMARY
0.500644404,1610,0.3875,0.6,0.1,0.55,0.275,500008,UNIVERSITY OF WASHINGTON MEDICAL CTR
0.40950934,1611,0.364,0.5,0,0.43,0.45,360212,LAKEWOOD HOSPITAL
0.29948612,1612,0.538944444,0.722222222,0.3,0.34,0.775,340183,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER
0.345716407,1613,0.296454545,0.627272727,0,0.35,0.22,390168,BUTLER MEMORIAL HOSPITAL
0.935108841,1613,0.431590909,0.645454545,0.2,0.45,0.425,50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER
0.78768365,1614,0.338909091,0.154545455,0.4,0.12,0.64,50006,ST JOSEPH HOSPITAL
0.154621942,1615,0.373666667,0.733333333,0.1,0.43,0.26,390233,HANOVER HOSPITAL
0.729879069,1616,0.254272727,0.236363636,0,0.25,0.44,360019,SUMMA BARBERTON HOSPITAL
0.790259834,1617,0.338272727,0.236363636,0.3,0.17,0.6,50724,BAKERSFIELD HEART HOSPITAL
0.713590954,1618,0.559,0.91,0.4,0.47,0.52,110125,FAIRVIEW PARK HOSPITAL
0.244458124,1619,0.254333333,0.266666667,0,0.47,0.2,490023,FAUQUIER HOSPITAL
0.5869133,1619,0.33,0.51,0.3,0.16,0.4,140130,NORTHWESTERN LAKE FOREST HOSPITAL
0.519330233,1621,0.379909091,0.654545455,0,0.13,0.7,140082,LOUIS A WEISS MEMORIAL HOSPITAL
0.148036588,1623,0.462,0.56,0.4,0.62,0.28,230236,METRO HEALTH HOSPITAL
0.083040597,1626,0.369,0.27,0,0.45,0.6,180017,T J SAMSON COMMUNITY HOSPITAL
0.275007718,1626,0.385,0.75,0.2,0.35,0.3,160080,MERCY MEDICAL CENTER-CLINTON
0.299335219,1628,0.337454545,0.327272727,0,0.54,0.366666667,670034,SCOTT & WHITE HOSPITAL-ROUND ROCK
0.336702674,1630,0.484555556,0.777777778,0.1,0.58,0.45,360082,EUCLID HOSPITAL
0.481387864,1630,0.439,0.78,0.2,0.47,0.34,100177,CAPE CANAVERAL HOSPITAL
0.201811533,1631,0.359727273,0.463636364,0,0.34,0.55,360054,HOLZER MEDICAL CENTER
0.764818285,1631,0.469181818,0.890909091,0,0.51,0.46,450718,ROUND ROCK MEDICAL CENTER
0.998687179,1631,0.350555556,0.777777778,0,0.23,0.42,310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER
0.587196367,1632,0.434363636,0.881818182,0,0.56,0.3,670023,METHODIST MANSFIELD MEDICAL CENTER
0.067229308,1636,0.575272727,0.736363636,0.1,0.74,0.62,390086,PENN HIGHLANDS DUBOIS
0.475399735,1637,0.455954545,0.727272727,0.6,0.16,0.475,50709,DESERT VALLEY HOSPITAL
0.829505962,1643,0.283909091,0.654545455,0,0.26,0.25,40078,NATIONAL PARK MEDICAL CENTER
0.280213236,1644,0.364909091,0.654545455,0.3,0.28,0.3,130028,PORTNEUF MEDICAL CENTER
0.227070993,1645,0.3865,0.2,0,0.33,0.825,230036,ALPENA REGIONAL MEDICAL CENTER
0.398510644,1646,0.267681818,0.390909091,0.1,0.19,0.375,320001,UNM HOSPITAL
0.129664118,1651,0.552,0.82,0.5,0.51,0.45,170137,LAWRENCE MEMORIAL HOSPITAL
0.335482037,1653,0.425333333,0.266666667,0,0.52,0.72,70029,BRISTOL HOSPITAL
0.144088451,1654,0.240333333,0.466666667,0,0.29,0.2,450007,PETERSON REGIONAL MEDICAL CENTER
0.213080543,1655,0.49,0.5,0.3,0.55,0.55,360236,MERCY HOSPITAL CLERMONT
0.425287771,1661,0.473333333,0.866666667,0,0.6,0.4,450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO
0.504610648,1663,0.312,0.45,0,0.16,0.58,110075,EAST GEORGIA REGIONAL MEDICAL CENTER
0.942740262,1666,0.215818182,0.509090909,0,0.06,0.32,330234,WESTCHESTER MEDICAL CENTER
0.375492129,1669,0.423555556,0.677777778,0,0.16,0.8,50663,LOS ANGELES COMMUNITY HOSPITAL
0.319089456,1670,0.301454545,0.527272727,0.2,0.37,0.15,520078,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS
0.556409118,1671,0.170909091,0.254545455,0,0.18,0.22,500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER
0.54066458,1673,0.360545455,0.572727273,0,0.27,0.55,370032,DEACONESS HOSPITAL
0.24865094,1675,0.450909091,0.754545455,0,0.5,0.5,520103,COMMUNITY MEMORIAL HOSPITAL
0.874397935,1677,0.366363636,0.481818182,0,0.4,0.5,390076,BRANDYWINE HOSPITAL
0.263987842,1680,0.546666667,0.433333333,0.8,0.35,0.65,330157,SAMARITAN MEDICAL CENTER
0.606532679,1681,0.424545455,0.872727273,0.2,0.42,0.28,150046,TERRE HAUTE REGIONAL HOSPITAL
0.905364413,1681,0.241454545,0.427272727,0,0.14,0.38,50393,PIH HOSPITAL - DOWNEY
0.034752966,1683,0.381545455,0.572727273,0,0.17,0.72,390036,HERITAGE VALLEY BEAVER
0.19971472,1687,0.504611111,0.455555556,0.2,0.67,0.575,490042,CARILION NEW RIVER VALLEY MEDICAL CENTER
0.477156912,1689,0.527545455,0.872727273,0.4,0.56,0.35,360152,DOCTORS HOSPITAL
0.162633902,1689,0.581055556,0.577777778,0.7,0.66,0.425,240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER
0.722060924,1689,0.372,0.51,0.3,0.3,0.4,500151,ST ANTHONY HOSPITAL
0.41252173,1695,0.5695,0.7,0.7,0.59,0.375,500150,LEGACY SALMON CREEK MEDICAL CENTER
0.614602188,1696,0.384333333,0.466666667,0.3,0.47,0.3,370026,ST MARY'S REGIONAL MEDICAL CENTER
0.228269427,1697,0.451,0.65,0,0.51,0.56,300020,SOUTHERN NH MEDICAL CENTER
0.809812096,1698,0.313,0.33,0.2,0.15,0.54,110030,CARTERSVILLE MEDICAL CENTER
0.464369163,1698,0.304818182,0.609090909,0,0.39,0.22,150090,FRANCISCAN ST MARGARET HEALTH - DYER
0.227781613,1699,0.295,0.15,0.2,0.67,0.08,140289,ANDERSON HOSPITAL
0.568383952,1701,0.347333333,0.366666667,0.2,0.22,0.56,50701,SOUTHWEST HEALTHCARE SYSTEM
0.344980316,1704,0.263666667,0.433333333,0,0.39,0.2,140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL
0.687336357,1706,0.343454545,0.527272727,0.2,0.46,0.2,30115,BANNER ESTRELLA MEDICAL CENTER
0.845855751,1707,0.454888889,0.444444444,0,0.36,0.86,310083,EAST ORANGE GENERAL HOSPITAL
0.973327691,1708,0.264636364,0.318181818,0,0.25,0.42,50289,SETON MEDICAL CENTER
0.070353169,1714,0.574888889,0.544444444,0.3,0.42,0.933333333,220108,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC
0.157329941,1714,0.4105,0.98,0,0.39,0.325,440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION
0.449790933,1717,0.404545455,0.472727273,0.2,0.22,0.68,30010,CARONDELET ST. MARY'S HOSPITAL
0.23140856,1720,0.386727273,0.563636364,0.5,0.22,0.36,270051,KALISPELL REGIONAL MEDICAL CENTER
0.909106747,1720,0.136090909,0.245454545,0,0.17,0.12,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER
0.291975963,1721,0.373181818,0.390909091,0.2,0.27,0.58,140013,PROCTOR HOSPITAL
0.100886177,1721,0.462444444,0.622222222,0.2,0.66,0.333333333,200008,MERCY HOSPITAL
0.774601146,1731,0.372545455,0.572727273,0,0.46,0.4,140174,PRESENCE MERCY MEDICAL CENTER
0.464752278,1731,0.424666667,0.833333333,0,0.3,0.56,10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS
0.5745572,1731,0.222388889,0.444444444,0,0.22,0.225,390119,MOSES TAYLOR HOSPITAL
0.235005658,1733,0.555,0.69,0.3,0.57,0.62,110016,WEST GEORGIA MEDICAL CENTER
0.927820227,1733,0.224,0.7,0,0.26,0.02,310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY
