Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location
450853,BAYLOR MEDICAL CENTER AT FRISCO,5601 WARREN PARKWAY,Frisco,TX,75034,COLLIN,73.33333333,20.95238095,91,39,,,0,0,59.95238095,"5601 WARREN PARKWAY
Frisco, TX 75034
(33.106709, -96.838022)"
450855,HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,Harlingen,TX,78550,CAMERON,73.63636364,14.72727273,44,13.2,26,7.8,0,0,35.72727273,"5501 SOUTH EXPRESSWAY 77
Harlingen, TX 78550
"
520196,OAKLEAF SURGICAL HOSPITAL,1000 OAKLEAF WAY,Altoona,WI,54720,EAU CLAIRE,71.66666667,20.47619048,97,41.57142857,,,60,17.14285714,79.19047619,"1000 OAKLEAF WAY
Altoona, WI 54720
"
520045,THEDA CLARK MEDICAL CENTER,130 2ND ST,Neenah,WI,54956,WINNEBAGO,52,10.4,54,16.2,70,21,30,6,53.6,"130 2ND ST
Neenah, WI 54956
(44.188186, -88.453445)"
520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,Wausau,WI,54401,MARATHON,48.18181818,9.636363636,52,15.6,30,9,30,6,40.23636364,"333 PINE RIDGE BLVD
Wausau, WI 54401
(44.965761, -89.670276)"
520044,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,Sheboygan,WI,53081,SHEBOYGAN,45.55555556,9.111111111,47,14.1,20,6,10,2,31.21111111,"3100 SUPERIOR AVE
Sheboygan, WI 53081
(43.761115, -87.747489)"
520041,DIVINE SAVIOR HEALTHCARE,2817 NEW PINERY ROAD,Portage,WI,53901,COLUMBIA,56.66666667,11.33333333,54,16.2,40,12,30,6,45.53333333,"2817 NEW PINERY ROAD
Portage, WI 53901
(43.566374, -89.469441)"
520107,HOLY FAMILY MEMORIAL,2300 WESTERN AVE,Manitowoc,WI,542211450,MANITOWOC,41,8.2,42,12.6,30,9,50,10,39.8,"2300 WESTERN AVE
Manitowoc, WI 542211450
(44.09441, -87.676865)"
520102,AURORA LAKELAND MEDICAL CENTER,W3985 COUNTY ROAD NN,Elkhorn,WI,53121,WALWORTH,88.88888889,17.77777778,44,13.2,43.33333333,13,0,0,43.97777778,"W3985 COUNTY ROAD NN
Elkhorn, WI 53121
(42.662618, -88.496078)"
520096,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,3801 SPRING ST,Racine,WI,53405,RACINE,71.81818182,14.36363636,48,14.4,34,10.2,20,4,42.96363636,"3801 SPRING ST
Racine, WI 53405
(42.734687, -87.827876)"
520088,ST AGNES HOSPITAL,430 E DIVISON ST,Fond Du Lac,WI,54935,FOND DU LAC,59.09090909,11.81818182,34,10.2,32,9.6,50,10,41.61818182,"430 E DIVISON ST
Fond Du Lac, WI 54935
(43.778692, -88.431215)"
450871,ARISE AUSTIN MEDICAL CENTER,3003 BEE CAVES ROAD,Austin,TX,78746,TRAVIS,16.66666667,4.761904762,49,21,,,0,0,25.76190476,"3003 BEE CAVES ROAD
Austin, TX 78746
(30.271664, -97.795469)"
450872,USMD HOSPITAL AT ARLINGTON L P,801 W INTERSTATE 20,Arlington,TX,76017,TARRANT,37.5,10.71428571,81,34.71428571,,,10,2.857142857,48.28571429,"801 W INTERSTATE 20
Arlington, TX 76017
(32.678855, -97.117732)"
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,Las Vegas,NV,89148,CLARK,76,15.2,29,8.7,17.5,5.25,0,0,29.15,"9300 WEST SUNSET RD
Las Vegas, NV 89148
(36.070256, -115.295512)"
450880,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,1800 PARK PLACE AVENUE,Fort Worth,TX,76104,TARRANT,80,22.85714286,41,17.57142857,,,0,0,40.42857143,"1800 PARK PLACE AVENUE
Fort Worth, TX 76104
(32.725764, -97.346482)"
450885,CENTENNIAL MEDICAL CENTER,12505 LEBANON ROAD,Frisco,TX,75035,COLLIN,28.18181818,5.636363636,34,10.2,57.5,17.25,30,6,39.08636364,"12505 LEBANON ROAD
Frisco, TX 75035
(33.115882, -96.771793)"
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,2986 KATE BOND RD,Bartlett,TN,38133,SHELBY,42.22222222,8.444444444,33,9.9,20,6,0,0,24.34444444,"2986 KATE BOND RD
Bartlett, TN 38133
(35.207034, -89.802347)"
50745,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,Orange,CA,92869,ORANGE,67.77777778,19.36507937,29,12.42857143,,,20,5.714285714,37.50793651,"2601 E CHAPMAN AVE
Orange, CA 92869
(33.787878, -117.827058)"
500150,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,Vancouver,WA,98686,CLARK,70,14,59,17.7,37.5,11.25,70,14,56.95,"2211 NE 139TH STREET
Vancouver, WA 98686
(45.721874, -122.647983)"
390312,CANCER TREATMENT CENTERS OF AMERICA,1331 EAST WYOMING AVENUE,Philadelphia,PA,19124,PHILADELPHIA,21.66666667,4.333333333,79,23.7,100,30,0,0,58.03333333,"1331 EAST WYOMING AVENUE
Philadelphia, PA 19124
(40.018297, -75.098455)"
260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,Lees Summit,MO,64086-6000,JACKSON,70,14,54,16.2,64,19.2,20,4,53.4,"100 N E SAINT LUKE'S BOULEVARD
Lees Summit, MO 64086-6000
(38.94076, -94.380963)"
230297,KARMANOS CANCER CENTER,4100 JOHN R,Detroit,MI,48201,WAYNE,38.57142857,7.714285714,46,13.8,45,13.5,10,2,37.01428571,"4100 JOHN R
Detroit, MI 48201
(42.35151, -83.057974)"
150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,8111 S EMERSON AVE,Indianapolis,IN,46237,MARION,76.36363636,15.27272727,42,12.6,50,15,0,0,42.87272727,"8111 S EMERSON AVE
Indianapolis, IN 46237
(39.648472, -86.082674)"
370227,ST JOHN OWASSO,12451 EAST 100TH STREET NORTH,Owasso,OK,74055,TULSA,36.25,7.25,57,17.1,40,12,80,16,52.35,"12451 EAST 100TH STREET NORTH
Owasso, OK 74055
(36.298748, -95.835025)"
50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,San Diego,CA,92120,SAN DIEGO,20.90909091,4.181818182,21,6.3,45,13.5,0,0,23.98181818,"6655 ALVARADO ROAD
San Diego, CA 92120
(32.777253, -117.057301)"
360274,MEDICAL CENTER AT ELIZABETH PLACE,ONE ELIZABETH PLACE,Dayton,OH,45408,MONTGOMERY,0,0,56,24,,,0,0,24,"ONE ELIZABETH PLACE
Dayton, OH 45408
"
670046,USMD HOSPITAL  AT FORT WORTH LP,5900 ALTAMESA BLVD,Fort Worth,TX,76132,TARRANT,83.33333333,23.80952381,97,41.57142857,,,0,0,65.38095238,"5900 ALTAMESA BLVD
Fort Worth, TX 76132
(32.645592, -97.41814)"
380102,SACRED HEART MEDICAL CENTER - RIVERBEND,3333 RIVERBEND DRIVE,Springfield,OR,97477,LANE,74.54545455,14.90909091,28,8.4,36,10.8,50,10,44.10909091,"3333 RIVERBEND DRIVE
Springfield, OR 97477
(44.081312, -123.028655)"
520205,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL,10101 SOUTH 27TH ST  2ND FLOOR,Franklin,WI,53132,MILWAUKEE,96.66666667,27.61904762,99,42.42857143,,,50,14.28571429,84.33333333,"10101 SOUTH 27TH ST 2ND FLOOR
Franklin, WI 53132
(42.859942, -87.951727)"
670061,SOUTH TEXAS SURGICAL HOSPITAL,6130 PARKWAY DRIVE,Corpus Christi,TX,78414,NUECES,35,10,89,38.14285714,,,0,0,48.14285714,"6130 PARKWAY DRIVE
Corpus Christi, TX 78414
(27.687208, -97.374867)"
100313,SACRED HEART HOSPITAL ON THE GULF,3801 E HWY 98,Port Saint Joe,FL,32456,GULF,,,100,60,,,30,12,72,"3801 E HWY 98
Port Saint Joe, FL 32456
(29.776556, -85.286399)"
670068,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,4400 LONG PRAIRIE ROAD,Flower Mound,TX,75028,DENTON,52.22222222,10.44444444,66,19.8,55,16.5,0,0,46.74444444,"4400 LONG PRAIRIE ROAD
Flower Mound, TX 75028
(33.045812, -97.069324)"
670069,METHODIST MCKINNEY HOSPITAL,8000 W ELDORADO PKWY,Mc Kinney,TX,75070,COLLIN,60,17.14285714,72,30.85714286,,,10,2.857142857,50.85714286,"8000 W ELDORADO PKWY
Mc Kinney, TX 75070
(33.175803, -96.72431)"
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,21 WEST CLARKE AVENUE,Milford,DE,19963,SUSSEX,71.11111111,14.22222222,28,8.4,72,21.6,10,2,46.22222222,"21 WEST CLARKE AVENUE
Milford, DE 19963
(38.906209, -75.433393)"
30130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,San Tan Valley,AZ,85140,PINAL,78.88888889,22.53968254,63,27,,,40,11.42857143,60.96825397,"37000 NORTH GANTZEL ROAD
San Tan Valley, AZ 85140
(33.213954, -111.56345)"
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,Murrieta,CA,92563,RIVERSIDE,0,0,43,12.9,50,15,0,0,27.9,"28062 BAXTER ROAD
Murrieta, CA 92563
(33.613472, -117.169343)"
670080,SETON MEDICAL CENTER HARKER HEIGHTS,850 W CENTRAL TEXAS EXPRESSWAY,Harker Heights,TX,76548,BELL,18,3.6,62,18.6,60,18,40,8,48.2,"850 W CENTRAL TEXAS EXPRESSWAY
Harker Heights, TX 76548
(31.074298, -97.683725)"
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 PARKWAY NORTH,Newnan,GA,30265,COWETA,60,24,89,53.4,,,,,77.4,"600 PARKWAY NORTH
Newnan, GA 30265
"
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,1500 COMMONWEALTH AVENUE,Williamsburg,VA,23185,JAMES CITY CO.,100,28.57142857,62,26.57142857,,,20,5.714285714,60.85714286,"1500 COMMONWEALTH AVENUE
Williamsburg, VA 23185
(37.251622, -76.666875)"
360362,TRIHEALTH EVENDALE HOSPITAL,3155 GLENDALE MILFORD ROAD,Cincinnati,OH,45241,HAMILTON,73.33333333,20.95238095,97,41.57142857,,,40,11.42857143,73.95238095,"3155 GLENDALE MILFORD ROAD
Cincinnati, OH 45241
(39.253934, -84.420098)"
370094,MIDWEST REGIONAL MEDICAL CENTER,2825 PARKLAWN DRIVE,Midwest City,OK,73110,OKLAHOMA,50,10,11,3.3,42,12.6,0,0,25.9,"2825 PARKLAWN DRIVE
Midwest City, OK 73110
(35.466527, -97.392925)"
370113,INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,Grove,OK,74344,DELAWARE,34.44444444,6.888888889,42,12.6,46.66666667,14,10,2,35.48888889,"1001 EAST 18TH STREET
Grove, OK 74344
"
220070,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,Melrose,MA,02176-3225,MIDDLESEX,49,9.8,53,15.9,32,9.6,0,0,35.3,"585 LEBANON STREET
Melrose, MA 02176-3225
(42.460409, -71.06203)"
220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,Cambridge,MA,2139,MIDDLESEX,33.33333333,6.666666667,35,10.5,72,21.6,20,4,42.76666667,"1493 CAMBRIDGE STREET
Cambridge, MA 02139
(42.37419, -71.104486)"
220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,Boston,MA,2124,SUFFOLK,80,16,14,4.2,40,12,0,0,32.2,"2100 DORCHESTER AVENUE
Boston, MA 02124
(42.277558, -71.066592)"
220065,NOBLE HOSPITAL,115 WEST SILVER STREET,Westfield,MA,1086,HAMPDEN,71.11111111,14.22222222,55,16.5,16.66666667,5,0,0,35.72222222,"115 WEST SILVER STREET
Westfield, MA 01086
(42.117588, -72.759985)"
220066,MERCY MEDICAL CENTER,271 CAREW STREET,Springfield,MA,1104,HAMPDEN,67.77777778,13.55555556,18,5.4,46,13.8,0,0,32.75555556,"271 CAREW STREET
Springfield, MA 01104
(42.115878, -72.595442)"
230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,Grosse Pointe,MI,48230,WAYNE,85,17,46,13.8,56,16.8,10,2,49.6,"468 CADIEUX RD
Grosse Pointe, MI 48230
(42.384197, -82.915386)"
230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,Traverse City,MI,49684,GRAND TRAVERSE,61.81818182,12.36363636,68,20.4,54,16.2,50,10,58.96363636,"1105 SIXTH STREET
Traverse City, MI 49684
(44.761646, -85.641402)"
230005,EMMA L BIXBY MEDICAL CENTER,818 RIVERSIDE AVENUE,Adrian,MI,49221,LENAWEE,42.22222222,8.444444444,41,12.3,33.33333333,10,40,8,38.74444444,"818 RIVERSIDE AVENUE
Adrian, MI 49221
(41.912711, -84.048693)"
200037,FRANKLIN MEMORIAL HOSPITAL,111 FRANKLIN HEALTH COMMONS,Farmington,ME,4938,FRANKLIN,71.11111111,14.22222222,51,15.3,40,12,40,8,49.52222222,"111 FRANKLIN HEALTH COMMONS
Farmington, ME 04938
(44.625239, -70.161349)"
200019,SOUTHERN MAINE HEALTH CARE,1 MEDICAL CENTER DRIVE,Biddeford,ME,4005,YORK,78.88888889,15.77777778,21,6.3,77.5,23.25,30,6,51.32777778,"1 MEDICAL CENTER DRIVE
Biddeford, ME 04005
(43.478662, -70.492262)"
200008,MERCY HOSPITAL,144 STATE STREET,Portland,ME,4101,CUMBERLAND,62.22222222,12.44444444,66,19.8,33.33333333,10,20,4,46.24444444,"144 STATE STREET
Portland, ME 04101
(43.652114, -70.265322)"
200050,MAINE COAST MEMORIAL HOSPITAL,50 UNION STREET,Ellsworth,ME,4605,HANCOCK,85.55555556,17.11111111,72,21.6,45,13.5,60,12,64.21111111,"50 UNION STREET
Ellsworth, ME 04605
(44.546828, -68.415371)"
200025,PARKVIEW ADVENTIST MEDICAL CENTER,329 MAIN ST,Brunswick,ME,4011,CUMBERLAND,64.44444444,18.41269841,80,34.28571429,,,10,2.857142857,55.55555556,"329 MAIN ST
Brunswick, ME 04011
(43.895968, -69.970038)"
200001,ST JOSEPH HOSPITAL,360 BROADWAY,Bangor,ME,4401,PENOBSCOT,54.44444444,10.88888889,66,19.8,76,22.8,30,6,59.48888889,"360 BROADWAY
Bangor, ME 04401
(44.813055, -68.77049)"
230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET 42,Kalamazoo,MI,49007,KALAMAZOO,46.36363636,9.272727273,59,17.7,20,6,30,6,38.97272727,"601 JOHN STREET 42
Kalamazoo, MI 49007
(42.286165, -85.581333)"
230081,MUNSON HEALTHCARE CADILLAC HOSPITAL,400 HOBART ST,Cadillac,MI,49601,WEXFORD,32.22222222,6.444444444,64,19.2,46.66666667,14,50,10,49.64444444,"400 HOBART ST
Cadillac, MI 49601
(44.246214, -85.39051)"
230080,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,Mount Pleasant,MI,48858,ISABELLA,53.33333333,10.66666667,35,10.5,50,15,30,6,42.16666667,"1221 SOUTH DRIVE
Mount Pleasant, MI 48858
(43.598534, -84.760592)"
230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,Lansing,MI,48912,INGHAM,32.72727273,6.545454546,32,9.6,46,13.8,20,4,33.94545455,"1215 E MICHIGAN AVENUE
Lansing, MI 48912
(42.73361, -84.534521)"
250124,MAGEE GENERAL HOSPITAL,300 3RD AVE SE,Magee,MS,39111,SIMPSON,,,64,24,30,11.25,0,0,35.25,"300 3RD AVE SE
Magee, MS 39111
(31.8723, -89.728745)"
220035,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,Salem,MA,1970,ESSEX,35.45454545,7.090909091,34,10.2,50,15,0,0,32.29090909,"81 HIGHLAND AVENUE
Salem, MA 01970
(42.511902, -70.908699)"
220095,HEYWOOD HOSPITAL,242 GREEN STREET,Gardner,MA,1440,WORCESTER,57.77777778,11.55555556,48,14.4,26.66666667,8,20,4,37.95555556,"242 GREEN STREET
Gardner, MA 01440
(42.586393, -71.986092)"
230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,Flint,MI,48532,GENESEE,60.90909091,12.18181818,21,6.3,28,8.4,10,2,28.88181818,"401 S BALLENGER HIGHWAY
Flint, MI 48532
(43.014384, -83.733557)"
230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,East China,MI,48054,SAINT CLAIR,33.33333333,6.666666667,47,14.1,85,25.5,20,4,50.26666667,"4100 RIVER RD
East China, MI 48054
(42.785866, -82.478023)"
240078,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,Edina,MN,55435,HENNEPIN,80.90909091,16.18181818,53,15.9,70,21,10,2,55.08181818,"6401 FRANCE AVENUE SOUTH
Edina, MN 55435
(44.886279, -93.328857)"
240106,REGIONS HOSPITAL,640 JACKSON STREET,Saint Paul,MN,55101,RAMSEY,62.72727273,12.54545455,34,10.2,20,6,20,4,32.74545455,"640 JACKSON STREET
Saint Paul, MN 55101
(44.954193, -93.09516)"
240059,REGINA HOSPITAL,1175 NININGER ROAD,Hastings,MN,55033,DAKOTA,55.55555556,11.11111111,87,26.1,50,15,60,12,64.21111111,"1175 NININGER ROAD
Hastings, MN 55033
(44.748037, -92.873145)"
240088,RICE MEMORIAL HOSPITAL,301 BECKER AVE SW,Willmar,MN,56201,KANDIYOHI,57.77777778,11.55555556,55,16.5,33.33333333,10,30,6,44.05555556,"301 BECKER AVE SW
Willmar, MN 56201
(45.120535, -95.04619)"
260176,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,St Louis,MO,63131,ST. LOUIS,51.81818182,10.36363636,50,15,38,11.4,10,2,38.76363636,"2345 DOUGHERTY FERRY ROAD
St Louis, MO 63131
(38.58098, -90.451147)"
260141,UNIVERSITY OF MISSOURI HEALTH CARE,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",Columbia,MO,65201-5276,BOONE,70,14,43,12.9,56,16.8,20,4,47.7,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00
Columbia, MO 65201-5276
"
260062,SAINT LUKES NORTHLAND HOSPITAL,5830 N W BARRY ROAD,Kansas City,MO,64154,PLATTE,48,9.6,35,10.5,42,12.6,0,0,32.7,"5830 N W BARRY ROAD
Kansas City, MO 64154
(39.246884, -94.647757)"
260009,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,Sedalia,MO,65301-5972,PETTIS,21.11111111,4.222222222,52,15.6,50,15,80,16,50.82222222,"601 E 14TH ST
Sedalia, MO 65301-5972
(38.699012, -93.222762)"
260059,MERCY HOSPITAL LEBANON,100 HOSPITAL DRIVE,Lebanon,MO,65536-9210,LACLEDE,65.55555556,13.11111111,57,17.1,40,12,100,20,62.21111111,"100 HOSPITAL DRIVE
Lebanon, MO 65536-9210
(37.681437, -92.635875)"
260024,TEXAS COUNTY MEMORIAL HOSPITAL,1333 SAM HOUSTON BOULEVARD,Houston,MO,65483-2046,TEXAS,,,59,22.125,65,24.375,90,22.5,69,"1333 SAM HOUSTON BOULEVARD
Houston, MO 65483-2046
(37.314355, -91.95988)"
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,Kansas City,MO,64139,JACKSON,53.33333333,15.23809524,37,15.85714286,,,100,28.57142857,59.66666667,"7900 LEE'S SUMMIT RD
Kansas City, MO 64139
(38.973566, -94.39046)"
260080,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,109 PLUM ST,Doniphan,MO,63935-1277,RIPLEY,,,,,35,21,0,0,21,"109 PLUM ST
Doniphan, MO 63935-1277
(36.620754, -90.827051)"
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,200 HWY 30 WEST,New Albany,MS,38652,UNION,78.88888889,15.77777778,75,22.5,16.66666667,5,50,10,53.27777778,"200 HWY 30 WEST
New Albany, MS 38652
"
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,2301 SOUTH LAMAR,Oxford,MS,38655,LAFAYETTE,79.09090909,15.81818182,44,13.2,48,14.4,10,2,45.41818182,"2301 SOUTH LAMAR
Oxford, MS 38655
(34.349714, -89.520575)"
250095,SOUTH SUNFLOWER COUNTY HOSPITAL,121 E BAKER ST,Indianola,MS,38751,SUNFLOWER,,,57,21.375,30,11.25,0,0,32.625,"121 E BAKER ST
Indianola, MS 38751
(33.457234, -90.650235)"
250043,NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,Philadelphia,MS,39350,NESHOBA,,,90,33.75,40,15,80,20,68.75,"1001 HOLLAND AVENUE
Philadelphia, MS 39350
(32.754663, -89.103077)"
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AV BOX 1307,Mccomb,MS,39649,PIKE,29.09090909,5.818181818,38,11.4,32,9.6,20,4,30.81818182,"215 MARION AV BOX 1307
Mccomb, MS 39649
(31.250229, -90.473518)"
250117,HIGHLAND COMMUNITY  HOSPITAL,130 HIGHLAND PKWY,Picayune,MS,39466,PEARL RIVER,41.11111111,8.222222222,39,11.7,26.66666667,8,40,8,35.92222222,"130 HIGHLAND PKWY
Picayune, MS 39466
"
250094,WESLEY MEDICAL CENTER,5001 W HARDY ST,Hattiesburg,MS,39402,FORREST,81.81818182,16.36363636,51,15.3,36,10.8,0,0,42.46363636,"5001 W HARDY ST
Hattiesburg, MS 39402
(31.322789, -89.36939)"
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,Kansas City,MO,64132,JACKSON,70,14,33,9.9,36,10.8,10,2,36.7,"2316 E MEYER BLVD
Kansas City, MO 64132
(39.007169, -94.558742)"
260110,SOUTHEASTHEALTH,1701 LACEY ST,Cape Girardeau,MO,63701-5230,CAPE GIRARDEAU,39.09090909,7.818181818,68,20.4,22,6.6,30,6,40.81818182,"1701 LACEY ST
Cape Girardeau, MO 63701-5230
(37.31126, -89.540549)"
260104,SSM DEPAUL HEALTH CENTER,12303 DEPAUL DRIVE,Bridgeton,MO,63044-2512,ST. LOUIS,63.63636364,12.72727273,51,15.3,24,7.2,0,0,35.22727273,"12303 DEPAUL DRIVE
Bridgeton, MO 63044-2512
(38.750707, -90.432191)"
260023,MERCY HOSPITAL JEFFERSON,1400 HIGHWAY 61 SOUTH,Crystal City,MO,63019,JEFFERSON,50,10,23,6.9,32,9.6,0,0,26.5,"1400 HIGHWAY 61 SOUTH
Crystal City, MO 63019
"
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,Elko,NV,89801,ELKO,18.88888889,3.777777778,14,4.2,45,13.5,90,18,39.47777778,"2001 ERRECART BLVD
Elko, NV 89801
(40.822684, -115.728877)"
420087,ROPER HOSPITAL,316 CALHOUN ST,Charleston,SC,29401,CHARLESTON,88.18181818,17.63636364,65,19.5,42,12.6,0,0,49.73636364,"316 CALHOUN ST
Charleston, SC 29401
(32.782372, -79.948734)"
430027,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  POST OFFICE BOX 5039,Sioux Falls,SD,571175039,MINNEHAHA,42.72727273,8.545454546,35,10.5,52,15.6,10,2,36.64545455,"1305 W 18TH ST POST OFFICE BOX 5039
Sioux Falls, SD 571175039
(43.53668, -96.743372)"
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,North Providence,RI,2904,PROVIDENCE,63.33333333,12.66666667,46,13.8,20,6,0,0,32.46666667,"200 HIGH SERVICE AVENUE
North Providence, RI 02904
(41.856558, -71.460041)"
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,Wakefield,RI,2879,WASHINGTON,38.88888889,7.777777778,89,26.7,56.66666667,17,50,10,61.47777778,"100 KENYON AVE
Wakefield, RI 02879
(41.431961, -71.496028)"
420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,Charleston,SC,29406,CHARLESTON,67.27272727,13.45454545,24,7.2,58,17.4,0,0,38.05454545,"9330 MEDICAL PLAZA DR
Charleston, SC 29406
(32.977461, -80.07365)"
420038,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,22725 HIGHWAY 76 EAST,Clinton,SC,29325,LAURENS,37.77777778,7.555555556,33,9.9,13.33333333,4,20,4,25.45555556,"22725 HIGHWAY 76 EAST
Clinton, SC 29325
(34.479721, -81.941169)"
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,Hartsville,SC,29550,DARLINGTON,60,12,34,10.2,43.33333333,13,0,0,35.2,"1304 W BOBO NEWSOM HWY
Hartsville, SC 29550
(34.348766, -80.105944)"
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,Greenwood,SC,29646,GREENWOOD,68.18181818,13.63636364,64,19.2,34,10.2,0,0,43.03636364,"1325 SPRING STREET
Greenwood, SC 29646
(34.175367, -82.157873)"
440029,WILLIAMSON MEDICAL CENTER,4321 CAROTHERS PARKWAY,Franklin,TN,37067,WILLIAMSON,27,5.4,49,14.7,32,9.6,10,2,31.7,"4321 CAROTHERS PARKWAY
Franklin, TN 37067
(35.916151, -86.81696)"
450037,GOOD SHEPHERD MEDICAL CENTER,700 EAST MARSHALL AVENUE,Longview,TX,75601,GREGG,56.36363636,11.27272727,45,13.5,42,12.6,0,0,37.37272727,"700 EAST MARSHALL AVENUE
Longview, TX 75601
(32.501448, -94.731471)"
450102,MOTHER FRANCES HOSPITAL,800 EAST DAWSON,Tyler,TX,75701,SMITH,39.09090909,7.818181818,35,10.5,36,10.8,0,0,29.11818182,"800 EAST DAWSON
Tyler, TX 75701
(32.342265, -95.292285)"
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,Marlin,TX,76661,FALLS,,,80,30,80,30,0,0,60,"322 COLEMAN STREET
Marlin, TX 76661
(31.307469, -96.894747)"
450804,TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,Houston,TX,77030,HARRIS,96.66666667,27.61904762,41,17.57142857,,,60,17.14285714,62.33333333,"7401 SOUTH MAIN STREET
Houston, TX 77030
(29.700371, -95.409631)"
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,Wilkes-Barre,PA,187113466,LUZERNE,56.36363636,11.27272727,44,13.2,50,15,0,0,39.47272727,"1000 EAST MOUNTAIN BOULEVARD
Wilkes-Barre, PA 187113466
(41.250596, -75.808445)"
390236,"MEMORIAL HOSPITAL, INC  TOWANDA",91 HOSPITAL DRIVE,Towanda,PA,18848,BRADFORD,93.75,18.75,63,18.9,80,24,80,16,77.65,"91 HOSPITAL DRIVE
Towanda, PA 18848
(41.783843, -76.448514)"
390154,PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD,Saint Marys,PA,15857,ELK,70,14,57,17.1,33.33333333,10,20,4,45.1,"763 JOHNSONBURG ROAD
Saint Marys, PA 15857
(41.427083, -78.576894)"
390256,MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,Hershey,PA,17033,DAUPHIN,60,12,42,12.6,54,16.2,0,0,40.8,"500 UNIVERSITY DRIVE
Hershey, PA 17033
(40.265932, -76.674557)"
